111|12644|9|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 6|2|Pcs|0|2||showroom||prepared|
112|12644|10|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 12.5cm) - Heveya 5|2|Pcs|0|2||showroom||prepared|
113|12644|11|Bamboo Teak Pillow Mist - 5ml.|2|Pcs|2|0||showroom||prepared|TAKEN
114|12644|12|Heveya Natural Organic Latex Mattress III - Custom Size (W120cm x L200cm) - Soft|1|Pcs|0|1||showroom||prepared|Size TBC
115|13375|1|Heveya Natural Organic Latex Bolster - ( L92cm x ø22cm)|1|Pcs|1|0||||prepared|Thank You Card 350k
116|13375|2|Heveya Pillow Bags|1|Pcs|1|0||||prepared|
117|13375|3|Bottle - Pillow Mist - 5ml|2|Pcs|2|0||||prepared|
118|13198|1|Heveya Natural Organic Latex Mattress III - Super King (W200cm x L200cm) -  Firm|1|Pcs|0|1||pending_wh||prepared|
119|13198|2|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 12.5cm) - Heveya 4|2|Pcs|0|2||pending_wh||prepared|
120|13392|1|Bamboo Fitted Sheet Set + 2 Pillow Cases  - Super King (200cm x 200cm) - Dark Grey|1|Set|1|0||||prepared|
121|13392|2|Heveya Sheet Bags|1|Pcs|1|0||||prepared|
122|13399|1|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|1|Pcs|1|0||||prepared|
123|13399|2|Heveya Pillow Bags|1|Pcs|1|0||||prepared|
124|13402|1|Bamboo Bundle Fitted Sheet Set + 2 Pillow Cases - Custom Size 137cm x 200cm - Dark Grey|1|Set|1|0||||prepared|
125|13402|2|Small Packaging Box|1|Pcs|1|0||||prepared|
126|13410|1|Heveya Ombre Cotton - 224cm x 122cm - Throw Chocolate|1|Pcs|1|0||||prepared|
127|13410|2|Heveya Gift Card Box|1|Pcs|1|0||||prepared|
128|13410|3|Heveya Sheet Bags|1|Pcs|1|0||||prepared|
129|13408|1|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 9/11.5cm) - Heveya 3|1|Pcs|1|0||||prepared|
130|13408|2|Bamboo Teak Pillow Mist - 5ml.|1|Pcs|1|0||||prepared|
131|13408|3|Heveya Pillow Bags|1|Pcs|1|0||||prepared|
132|13407|1|Heveya Natural Organic Latex Mattress III - King (W180cm x L200cm) - Firm.|1|Pcs|0|1|41-25|pending_wh||prepared|
133|13407|2|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|2|Pcs|0|2||warehouse||prepared|
134|13407|3|Heveya Pillow Bags|1|Pcs|0|1||warehouse||prepared|
135|13404|1|Linen Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Pinstriped|1|Set|1|0||||prepared|
136|13404|2|Linen Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm)  - Natural|1|Set|1|0||||prepared|
137|13404|3|Linen  Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm) - Olive Stripe|1|Set|1|0||||prepared|
138|13404|4|Heveya Duvet Bag|1|Pcs|1|0||||prepared|
139|13217|1|Heveya Natural Organic Latex Mattress I - Custom Size (W110cm x L200cm) - Medium|1|Pcs|0|1||pending_wh||prepared|
140|13217|2|Heveya Matras Protector - Custom Size W110cm x L200cm|1|Pcs|0|1||pending_sh||prepared|
141|13244|1|Heveya Natural Organic Latex Mattress I - Custom Size (W240cm x L210cm) - Soft/Medium|1|Pcs|0|1||preorder||prepared|
142|13244|2|Heveya Natural Organic Latex Topper - Custom Size W240cm x L210|1|Pcs|0|1||preorder||prepared|
143|13244|3|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|1|Pcs|0|1||pending_wh||prepared|
144|13244|4|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 9/11.5cm) - Heveya 3|1|Pcs|0|1||pending_wh||prepared|
145|13244|5|Heveya Matras Protector - Custom Size W240cm x L210cm|1|Pcs|0|1||pending_wh||prepared|
146|13244|6|Bamboo Bundle Fitted Sheet Set + 2 Pillow Cases - Custom Size (W240cm x L210cm) - Sand|1|Set|0|1||preorder||prepared|
147|13244|7|Bamboo Bundle Fitted Sheet + 2 Pillow Cases - Custom Size W240 x L210 - Sage|1|Set|0|1||preorder||prepared|
148|13244|8|Heveya Pillow Bags|1|Pcs|0|1||pending_wh||prepared|
149|13244|9|Bamboo Teak Pillow Mist - 5ml.|1|Pcs|0|1||pending_wh||prepared|
150|13264|1|Heveya Hospitality Mattress - King (W180cm x L200cm)|1|Pcs|1|0||||prepared|Firm - 10cm rebound + 2 x 5cm a grad PULSE D80 on top (sides uncovered)
151|13264|2|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 9/11.5cm) - Heveya 3|1|Pcs|1|0||||prepared|
152|13264|3|Heveya Natural Organic Latex Bolster - ( L92cm x ø22cm)|1|Pcs|1|0||||prepared|
153|13264|4|Bolster Bag|1|Pcs|1|0||||prepared|
154|13264|5|Heveya Pillow Bags|1|Pcs|1|0||||prepared|
155|13074|1|Heveya Natural Organic Latex III - Queen (W160cm x L200cm) - Firm|3|Pcs|0|3||pending_wh||prepared|
156|12076|1|Heveya Natural Organic Latex Mattress III - Super King (W200cm x L200cm) -  Firm|1|Pcs|1|0||||open|
157|12076|2|Linen Fitted Sheet Set + 2 Pillow Cases - Super King (200cm x 200cm) - White|1|Set|1|0||||open|
158|12076|3|Linen Pillow Cases Set (2 Pillow Cases) -  50 cm x 75 cm  - White|1|Pcs|1|0||||open|
159|12076|4|Heveya Vegan Cotton Bath Towel - 140 x 80cm - White|1|Pcs|1|0||||open|Taken at Central GI
160|12076|5|Heveya Vegan Cotton Bath Mat - 80 x 50cm - White|1|Pcs|1|0||||open|Taken at Central GI
161|12076|6|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|3|Pcs|3|0||||open|
162|12076|7|Heveya Mattress Protector - Super King (200cm x 200cm)|1|Pcs|1|0||||open|
163|12076|8|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 12.5cm) - Heveya 4|1|Pcs|1|0||||open|
164|12182|1|Heveya Natural Organic Latex Mattress III - King (W180cm x L200cm) - Firm.|1|Pcs|0|1||pending_wh||open|
165|12182|2|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|2|Pcs|0|2||pending_wh||open|
166|12182|3|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 12.5cm) - Heveya 4|2|Pcs|0|2||pending_wh||open|
167|12182|4|Heveya Pregnancy Pillow  U-Shaped|1|Pcs|0|1||pending_wh||open|
168|13367|1|Heveya Natural Organic Latex Mattress III - King (W180cm x L200cm) - Firm.|1|Pcs|0|1||pending_wh||open|
169|13367|2|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|2|Pcs|0|2||pending_wh||open|
170|13367|3|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 9/11.5cm) - Heveya 3|2|Pcs|0|2||pending_wh||open|
171|13367|4|Bamboo - Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Burnt Orange|1|Set|0|1||pending_wh||open|
172|13367|5|Bamboo Duvet Sheet Set + 2 Pillow Cases  - King (240cm x 220cm) - Dark Grey|1|Set|0|1||pending_wh||open|
173|13367|6|Bamboo Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm) - Sand|1|Set|0|1||pending_wh||open|
174|13367|7|Bamboo Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm) - Grey|1|Set|0|1||pending_wh||open|
175|13367|8|Heveya Organic Inner Duvet - King (240cm x 220cm)|1|Pcs|0|1||pending_wh||open|
176|13367|9|Heveya Pillow Bags|1|Pcs|0|1||pending_wh||open|
177|11887|1|Heveya Natural Organic Latex Mattress III -  Super King (W200cm x L200cm) - Medium|1|Pcs|0|1||pending_wh||open|
178|11887|2|Heveya Natural Organic Latex Mattress III - King (W180cm x L200cm) - Medium.|1|Pcs|0|1||pending_wh||open|
179|11887|3|Heveya Natural Organic  Latex Mattress II -  Super King (W200cm x L200cm) - Medium|1|Pcs|0|1||pending_wh||open|SHOWCASE
180|11887|4|Heveya Hospitality Mattress - Super King (W200cm x L200cm)|2|Pcs|0|2||pending_wh||open|
181|11887|5|Heveya Natural Organic Latex Topper   -  Super King (W200cm x L200cm) - Soft|2|Pcs|0|2||pending_wh||open|
182|11887|6|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|10|Pcs|0|10||pending_wh||open|
183|11887|7|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 12.5cm) - Heveya 4|10|Pcs|0|10||pending_wh||open|
184|11887|8|Bamboo Fitted Sheet Set + 2 Pillow Cases - Super King (200cm x 200cm) - Moss Green|4|Set|0|4||pending_wh||open|
185|11887|9|Bamboo Fitted Sheet Set + 2 Pillow Cases  - King (180cm x 200cm) - Moss Green|1|Set|0|1||pending_wh||open|
186|11887|10|Linen Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm)  - White|4|Set|0|4||pending_wh||open|
187|11887|11|Linen Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm)  - White|1|Set|0|1||pending_wh||open|
188|11887|12|Heveya Ombre Cotton - 224cm x 122cm - Throw Chocolate|5|Pcs|0|5||pending_wh||open|
189|11887|13|Heveya Vegan Cotton Face Towel - 30x30cm - Stone|10|Pcs|0|10||pending_wh||open|
190|11887|14|Heveya Vegan Cotton Hand Towel - 70 x 40 - Stone|10|Pcs|0|10||pending_wh||open|
191|11887|15|Heveya Vegan Cotton Bath Towel - 140 x 80cm - Stone|10|Pcs|0|10||pending_wh||open|
192|11887|16|Heveya Vegan Cotton Bath Robe Small - Natural|10|Pcs|0|10||pending_wh||open|
193|12322|1|Heveya Hospitality Mattress - Super King (W200cm x L200cm)|2|Pcs|2|0||warehouse||open|
194|12322|2|Heveya Hospitality Mattress - King (W180cm x L200cm)|1|Pcs|1|0||warehouse||open|
195|12322|3|Heveya Natural Organic Latex Mattress III -  Super King (W200cm x L200cm) - Medium|1|Pcs|0|1||showroom||open|
196|11719|1|Heveya Natural Organic Latex  Mattress  II  -  King (W180cm x L200cm) - Medium|1|Pcs|0|1||pending_wh||open|
197|11719|2|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 10cm) - Heveya 1|2|Pcs|0|2||pending_wh||open|
198|11719|3|Bamboo Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Blush Mauve|1|Set|0|1||pending_wh||open|
199|11719|4|Linen Fitted Sheet Set + 2 Pillow Cases  - King (180cm x 200cm) - Charcoal Grey|1|Set|0|1||pending_wh||open|
200|11719|5|Heveya Pillow Bags|1|Pcs|0|1||pending_wh||open|
201|13444|1|Heveya Ombre Cotton - 224cm x 122cm - Throw Indigo|1|Pcs|1|0||||open|
202|13444|2|Bamboo Sheet Box|1|Pcs|1|0||||open|
203|13442|1|Heveya Bamboo Eyemask - Grey|1|Pcs|1|0||||open|
204|13442|2|Paper Bag|1|Pcs|1|0||||open|
205|13441|1|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 10cm) - Heveya 1|2|Pcs|2|0||||open|
206|13440|1|Heveya Mattress Protector - King (180cm x 200cm)|1|Pcs|1|0||||open|
207|13440|2|Heveya Duvet Bag|1|Pcs|1|0||||open|
208|13439|1|Heveya Bamboo Bundle Crib Fitted Sheet - 95cm x 65cm x 10cm - Sand|1|Pcs|1|0||||open|95 x 65 x 10cm - Sand
209|13439|2|Heveya Toddler Pillow - Baby Donut - 30cm x 25cm x 5cm|1|Pcs|1|0||||open|
210|13439|3|Heveya Bamboo Bundle Crib Fitted Sheet - 95cm x 65cm x 10cm - Blush Mauve|1|Pcs|1|0||||open|95 x 65 x 10cm - blush mauve
211|13439|4|Heveya Bamboo Pillow Cases Set (2 Pillow Cases) - Baby Donut - Blush Mauve|1|Set|1|0||||open|
212|13439|5|Bamboo Bundle Fitted Sheet Set + 2 Pillow Cases - Custom Size (120cm x 200cm) - Blush Mauve|2|Set|2|0||||open|
213|13439|6|Linen Sheet Box|1|Pcs|1|0||||open|
214|13438|1|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|2|Pcs|2|0||||open|
215|13438|2|Heveya Pillow Bags|1|Pcs|1|0||||open|
216|13438|3|Bamboo Teak Pillow Mist - 5ml.|1|Pcs|1|0||||open|
217|13437|1|Bamboo Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm - White|1|Set|1|0||||open|
218|13437|2|Heveya Bamboo Eyemask - Sage|1|Pcs|1|0||||open|
219|13437|3|Heveya Vegan Cotton Face Towel - 30x30cm - White|2|Pcs|2|0||||open|
220|13437|4|Paper Bag|1|Pcs|1|0||||open|
221|13436|1|Heveya Vegan Cotton Bath Mat - 80 x 50cm - White|6|Pcs|6|0||||open|
222|13436|2|Heveya Bamboo Pillow Cases Set (2 Pillow Cases) - Toddler Flat 55cm x 36cm - White|5|Pcs|5|0||||open|
223|13436|3|Travel Pillow - Half Heveya 2|2|Pcs|2|0||||open|
224|13436|4|Heveya Natural Organic Latex Travel Mini Bolster - ( L48cm x ø14cm)|2|Pcs|2|0||||open|
225|13436|5|Heveya Toddler Flat Pillow - 55 cm x 36 cm|4|Pcs|4|0||||open|
226|13436|6|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 12.5cm) - Heveya 4|2|Pcs|2|0||||open|
227|13436|7|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|2|Pcs|2|0||||open|
228|13436|8|Bamboo Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm - Sand|2|Set|2|0||||open|
229|13436|9|Bamboo Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm - White|3|Set|3|0||||open|
230|13436|10|Bamboo Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm - Blush Mauve|3|Set|3|0||||open|
231|13436|11|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 10cm) - Heveya 1|1|Pcs|1|0||||open|
232|13436|12|Bamboo Cotton Travel Mini Bolster Case - White|1|Pcs|1|0||||open|PRE-ORDER
233|13434|1|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 9/11.5cm) - Heveya 3|1|Pcs|1|0||||open|
234|13434|2|Bamboo Teak Pillow Mist - 5ml.|1|Pcs|1|0||||open|
235|13434|3|Heveya Pillow Bags|1|Pcs|1|0||||open|
236|13433|1|Heveya Natural Organic Latex Mattress III - Super King (W200cm x L200cm) - Medium/Firm|2|Pcs|2|0||||open|
237|13432|1|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 10cm) - Heveya 1|1|Pcs|1|0||||open|
238|13432|2|Bamboo Teak Pillow Mist - 5ml.|1|Pcs|1|0||||open|
239|13432|3|Heveya Pillow Bags|1|Pcs|1|0||||open|
240|13431|1|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 9/11.5cm) - Heveya 3|1|Pcs|1|0||||open|
241|13431|2|Bamboo Teak Pillow Mist - 5ml.|1|Pcs|1|0||||open|
242|13431|3|Heveya Pillow Bags|1|Pcs|1|0||||open|
243|#FREE0077|1|Bamboo Teak Sleep Blend.|1|Pcs|1|0||||open|blend
244|13430|1|Heveya Natural Organic Latex Topper   -  Super King (W200cm x L200cm) - Soft|1|Pcs|1|0||||open|
245|13429|1|Heveya Natural Organic Latex Mattress I -  King (W180cm x L200cm) - Medium/Firm|5|Pcs|0|5|41-25|pending_wh||open|MASTER SUITE:1, GUEST SUITE 1, 2, 3, 4BR x2 SETS
246|13429|2|Heveya Natural Organic Latex  Topper - King (W180cm x L200cm) - Soft|5|Pcs|0|5|41-25|pending_wh||open|MASTER SUITE 2, 1BR x2 SETS
247|13429|3|Linen Flat Sheet Set + 2 Pillow Cases  - Super King/King (300cm x 300cm)  - Natural|8|Set|0|8||showroom||open|
248|13429|4|Linen Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Charcoal Grey|8|Set|0|8||showroom||open|WITHOUT PILLOWCASES
249|13429|5|Linen Pillow Cases Set (2 Pillow Cases) - 57cm x 87cm - Charcoal Grey|8|Set|0|8||showroom||open|
250|13429|6|Linen Bundle Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm - Charcoal Grey|8|Pcs|0|8||showroom||open|
251|13429|7|Heveya Linen Throw Pillow Cases - Custom Size 40cm x 40cm - Charcoal Grey|8|Set|0|8||showroom||open|
252|13429|8|Linen Flat Sheet Set + 2 Pillow Cases  - Super King/King (300cm x 300cm)  - Natural|2|Set|0|2||showroom||open|
253|13429|9|Linen Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Pinstriped|2|Set|0|2||showroom||open|WITHOUT PILLOWCASES
254|13429|10|Linen Bundle Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm - Charcoal Grey|2|Pcs|0|2||showroom||open|
255|13429|11|Heveya Linen Throw Pillow Cases - Custom Size 40cm x 40cm - Charcoal Grey|2|Set|0|2||showroom||open|
256|13429|12|Linen Pillow Cases Set (2 Pillow Cases) - 57cm x 87cm - Pinstripe|2|Set|0|2||showroom||open|
257|13429|13|Heveya Natural Organic Latex Bolster - ( L92cm x ø22cm)|5|Pcs|0|5||showroom||open|
258|13429|14|Pillow Box Large|3|Pcs|0|3||showroom||open|
259|13428|1|Heveya Natural Organic Latex  Topper - King (W180cm x L200cm) - Soft|1|Pcs|1|0||||open|
260|13428|2|Heveya Natural Organic Latex Bolster - ( L92cm x ø22cm)|2|Pcs|2|0||||open|
261|13428|3|Heveya Bamboo Cotton Organic Inner Duvet - King (240cm x 220cm)|1|Pcs|1|0||||open|
262|13428|4|Heveya Bamboo Eyemask - Cream White|1|Pcs|1|0||||open|
263|13428|5|Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Dark Grey|2|Pcs|2|0||||open|
264|13428|6|Bamboo - Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm)  - Burnt Orange|1|Set|1|0||||open|
265|13428|7|Bamboo - Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Burnt Orange|1|Set|1|0||||open|
266|13428|8|Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Burnt Orange|2|Pcs|2|0||||open|
267|13428|9|Heveya Pillow Bags|2|Pcs|2|0||||open|
268|13427|1|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|1|Pcs|1|0||||open|thank you Card 350k
269|13427|2|Heveya Pillow Bags|1|Pcs|1|0||||open|
270|13426|1|Heveya Natural Organic Latex Mattress I - Custom Size (W140cm x L200cm) - Firm|1|Pcs|0|1|41-25|pending_wh||open|
271|13426|2|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 10cm) - Heveya 1|1|Pcs|0|1||pending_wh||open|
272|13424|1|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|1|Pcs|1|0||||open|Taken
273|13424|2|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|1|Pcs|1|0||||open|Pending - TBC
274|13424|3|Heveya Pillow Bags|2|Pcs|2|0||||open|Taken 1 
275|13424|4|Bamboo Teak Pillow Mist - 5ml.|2|Pcs|2|0||||open|Taken 1
276|13423|1|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 10cm) - Heveya 1|1|Pcs|1|0||||open|
277|13423|2|Heveya Sheet Bags|1|Pcs|1|0||||open|
278|13423|3|Bamboo Teak Pillow Mist - 150ml.|1|Pcs|1|0||||open|
279|13422|1|Linen Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm - Olive|1|Pcs|1|0||||open|
280|13422|2|Linen Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm - Natural|1|Pcs|1|0||||open|
281|13422|3|Small Packaging Box|1|Pcs|1|0||||open|
282|13421|1|Heveya Double Linen Throw - Size 150cm x 230cm - Natural|1|Pcs|1|0||||open|
283|13418|1|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 10cm) - Heveya 1|1|Pcs|1|0||||open|
284|13418|2|Heveya Pillow Bags|1|Pcs|1|0||||open|
285|13418|3|Bamboo Teak Pillow Mist - 5ml.|1|Pcs|1|0||||open|
286|13420|1|Linen Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm  - White|1|Pcs|1|0||||open|
287|13420|2|Heveya Sheet Bags|1|Pcs|1|0||||open|
288|13419|1|Linen Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm)  - White|1|Set|1|0||||open|disc 10 % bundle
289|13419|2|Linen Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - White|1|Set|1|0||||open|
290|13419|3|Heveya Pillow Bags|1|Pcs|1|0||||open|
291|13419|4|Bottle - Pillow Mist - 5ml|2|Pcs|2|0||||open|
292|13417|1|Heveya Toddler Contour Pillow - 48 cm x 33 cm|1|Pcs|1|0||||open|
293|13417|2|Heveya Bamboo Pillow Cases Set (2 Pillow Cases) - Toddler Contour 48cm x 33cm - White|1|Set|1|0||||open|
294|13417|3|Bamboo Flat Sheet Set + 2 Pillow Cases - Super King/King (300cm x 300cm)  - White|1|Set|1|0||||open|
295|13417|4|Heveya Sheet Bags|1|Pcs|1|0||||open|
296|13416|1|Heveya Bamboo Eyemask - Sand|1|Pcs|1|0||||open|
297|13416|2|Paper Bag|1|Pcs|1|0||||open|
298|13415|1|Linen Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm)  - Natural|1|Set|1|0||||open|
299|13415|2|Linen Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Natural|1|Set|1|0||||open|
300|13415|3|Bamboo Cotton  Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm) - White|1|Set|1|0||||open|
301|13415|4|Bamboo Cotton  Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - White|1|Set|1|0||||open|
302|13415|5|Heveya Vegan Cotton Bath Sheet - 160 x 90cm - Stone|1|Pcs|1|0||||open|
303|13415|6|Heveya Vegan Cotton Hand Towel - 70 x 40 - Stone|1|Pcs|1|0||||open|
304|13415|7|Heveya Vegan Cotton Face Towel - 30x30cm - Stone|2|Pcs|2|0||||open|
305|13415|8|Heveya Pillow Bags|1|Pcs|1|0||||open|
306|13414|1|Bamboo Fitted Sheet Set + 2 Pillow Cases -  Queen (160cm x 200cm)  - Moss Green|1|Set|1|0||||open|prepared
307|13414|2|Bamboo Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm - Grey|1|Set|1|0||||open|prepared
308|13414|3|Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Moss Green|1|Pcs|1|0||||open|prepared
309|13414|4|Small Packaging Box|1|Pcs|1|0||||open|prepared
310|13413|1|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|1|Pcs|1|0||||open|
311|13413|2|Bamboo Teak Pillow Mist - 5ml.|2|Pcs|2|0||||open|
312|13413|3|Heveya Pillow Bags|1|Pcs|1|0||||open|
313|13413|4|Heveya Natural Organic Latex Bolster - ( L92cm x ø22cm)|1|Pcs|1|0||||open|
314|13413|5|Bolster Bag|1|Pcs|1|0||||open|
315|13412|1|Bamboo Cotton Duvet  Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - White|1|Set|1|0||||open|
316|13412|2|Bamboo Cotton Bundle Duvet Sheet Set + 1 Pillow Case - Single (140cm x 210cm) - White|1|Set|1|0||||open|PRE-ORDER
317|13412|3|Heveya Bamboo Cotton Organic Inner Duvet - Single (140cm x 210cm)|1|Pcs|1|0||||open|
318|13412|4|Bamboo Cotton Fitted Sheet Set +  2 Pillow Cases - Super King (200cm x 200cm) - White|1|Set|1|0||||open|
319|13412|5|Heveya Duvet Bag|1|Pcs|1|0||||open|
320|13411|1|Heveya Natural Organic Latex Pillow - (70cm x 40cm x 14.5cm) - Heveya 2|2|Pcs|2|0||||open|
321|13411|2|Heveya Pillow Bags|1|Pcs|1|0||||open|
322|13411|3|Bamboo Teak Pillow Mist - 5ml.|2|Pcs|2|0||||open|
323|13409|1|Bamboo Flat Sheet Set + 2 Pillow Cases -  Super King/King (300cm x 300cm)  - Moss Green|1|Set|1|0||||open|
